"ARI" "" "" "" "" "" ""
"result.1" 0 0 0 1 -8098189.30410983 -100828.773966229 16560752.6288731
"result.2" 0 0 0 1 -8151429.36484196 -100933.599064222 16667442.4005333
"result.3" 0.796642515222133 0.70566768138835 0.706772311610533 5 -8138347.51715058 -99180.1366264582 16638066.8906314
"result.4" 0.805380842682323 0.692247047512488 0.693404848091153 5 -8136958.74428387 -98971.8193722242 16634872.7103895
"result.5" 0.781703295177776 0.658310968094737 0.659597139030436 5 -8132429.39677995 -99130.8577648962 16626132.092167
"result.6" 0.793250318366727 0.677104276363861 0.678318212458661 5 -8129455.16510333 -98739.2923445959 16619400.4979732
"result.7" 0.829562772467456 0.698758176032209 0.699891837089138 5 -8102425.34363162 -99184.4627863864 16566231.1959133
"result.8" 0 0 0 1 -8160202.69057057 -101019.446382399 16685160.7466269
"result.9" 0.818690438988228 0.710594103975629 0.711679928380935 5 -8091206.35017617 -98766.9961733387 16542958.2757763
"result.10" 0.79347252647743 0.690396514699816 0.691558280411108 5 -8132892.53216246 -98935.9393480866 16626668.5260984
"result.11" 0.822582419034474 0.730098524595114 0.731110741593469 5 -8163710.61132295 -98840.8839536719 16688114.5736305
"result.12" 0.806206612956251 0.684878566427993 0.686068845444958 5 -8116177.01731333 -98937.3374699625 16593240.2926439
"result.13" 0 0 0 1 -8119605.73573614 -100660.425733681 16603248.7956606
"result.14" 0.733411481948119 0.616281734233099 0.617729738833959 5 -8143775.15050308 -99047.5366402261 16648656.9573639
"result.15" 0.799321545202686 0.686691341101454 0.687871898474569 5 -8123000.07081204 -99100.4922756239 16607212.7092526
"result.16" 0.821154491716554 0.704279354190398 0.705390483688563 5 -8103584.80315845 -98874.1419432015 16567929.4732806
"result.17" 0.78619485189533 0.682088721395086 0.68328186621092 5 -8110548.42814045 -98712.8358739719 16581534.1111061
"result.18" 0.779307203379761 0.657468936231161 0.658756417409624 5 -8105499.75839784 -98883.8950943856 16571778.8900618
"result.19" 0.45062015503503 0.395303710319415 0.39643316200508 3 -8093757.6962992 -99759.4113736067 16549898.2432447
"result.20" 0.277586275326007 0.253924283665751 0.254619259558725 2 -8130545.31030787 -100044.732380228 16623970.3356862
"result.21" 0 0 0 1 -8190805.95929941 -101035.632091126 16746399.655502
"result.22" 0.842877755149967 0.73557954548468 0.736571178459555 5 -8140086.85348802 -99057.1305463855 16641299.5511461
"result.23" 0.841783558395842 0.736115418312161 0.737104746586703 5 -8125449.82590389 -98710.751518194 16611332.7379215
"result.24" 0.769233919224544 0.664662224423841 0.665925393024076 5 -8109144.87163555 -98911.8546208149 16579125.03559
"result.25" 0.838877946867886 0.725988224976619 0.72701670006058 5 -8101144.55229687 -98738.6238611541 16562777.9353933
"result.26" 0.785162601343114 0.666945178918377 0.668198312185695 5 -8120958.63276933 -98738.2471073043 16602405.3428306
"result.27" 0.819724985402779 0.710049531017351 0.711138511978001 5 -8093418.23708037 -98814.1246374587 16547476.3065129
"result.28" 0.777957591264711 0.637640735692906 0.639037972817221 5 -8075741.6765801 -99316.2253624707 16513053.6093734
"result.29" 0 0 0 1 -8129930.25874774 -101056.589235919 16624690.1686883
"result.30" 0.482028516016142 0.42249512709758 0.42357310647534 3 -8091582.41932373 -99403.6778438005 16544836.2222342
"result.31" 0.807962190986314 0.679619558011997 0.680823525205437 5 -8148592.28351286 -98940.4420922836 16658077.0342876
"result.32" 0.778755855416441 0.661062904565003 0.662342129872689 5 -8123164.83598962 -98813.4553136679 16606968.1656839
"result.33" 0.816452928722585 0.696640615800471 0.697779967672549 5 -8097758.91236121 -98701.6357863566 16555932.6793724
"result.34" 0.774086478403479 0.672444850342079 0.673679161407712 5 -8133680.33370164 -98849.5335252001 16628071.317531
"result.35" 0.82037515946603 0.724330108723579 0.72536516047966 5 -8111546.10703309 -98854.8070652476 16583813.411274
"result.36" 0.808467076520745 0.672388524155524 0.673627411686327 5 -8106045.45869048 -99024.5677915058 16573151.6360413
"result.37" 0.835976389997923 0.734339702817968 0.735335848224984 5 -8147817.43450878 -98777.3626087636 16656201.1773124
"result.38" 0.473847581442153 0.428870151575883 0.429935913066873 3 -8113494.24369837 -99325.9147846239 16588504.3448651
"result.39" 0.499315725636622 0.434028878508339 0.435085310748944 3 -8095355.96413236 -99598.3925679277 16552772.7412997
"result.40" 0.831959611777195 0.727969776287702 0.728989964410654 5 -8148289.56193807 -99061.0905258769 16657712.8880052
"result.41" 0.751182900621931 0.648032132911259 0.649370813744408 5 -8133660.29069194 -98615.6987038511 16627563.5618689
"result.42" 0.507893994868962 0.465936662323916 0.466933553999012 3 -8174445.20353774 -99790.9390263589 16711336.3130273
"result.43" 0.802673180622451 0.687372902752405 0.68854980856778 5 -8110690.7397073 -98854.4600043187 16582101.9825005
"result.44" 0.483305403582475 0.426592934377009 0.427663079902599 3 -8095191.33525656 -99880.4516961864 16553007.6018046
"result.45" 0.80684508196829 0.701473101338591 0.702595035083351 5 -8110465.80997597 -98946.1312287482 16581835.4654867
"result.46" 0.791809792998893 0.672527283045169 0.673761586750022 5 -8108762.94398647 -99121.4022450028 16578780.2755402
"result.47" 0.822469184123692 0.715378167417642 0.71644645680075 5 -8099112.15691645 -98944.7550062352 16559125.4069227
"result.48" 0.666755199377213 0.571900722819353 0.573554017132215 5 -8102985.48187545 -99590.7509765747 16568164.0487813
"result.49" 0.520131667301311 0.463982360897984 0.464982162412031 3 -8097659.53643123 -99715.4306138879 16557613.9619894
"result.50" 0.844423489261876 0.748518295654205 0.749462556125856 5 -8105885.48258819 -98758.0049145338 16572298.5580827
